longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,,median_house_value
-118.31,33.97,52,1595,325,823,302,3.2188,126855,<1H OCEAN,,124200
-117.58,33.87,42,765,171,590,177,1.6875,111155,INLAND,,113500
-118.77,34.28,26,2873,480,1915,475,5.3681,198860,<1H OCEAN,,187700
-121.45,38.62,38,2419,605,1696,503,1.4861,64358,INLAND,,63100
-115.51,32.99,20,1402,287,1104,317,1.9088,63238,INLAND,,63700
-117.03,32.69,5,3201,532,2061,536,5.0829,184024,NEAR OCEAN,,179400
-122.65,38.23,52,1923,393,910,345,3.45,207286,<1H OCEAN,,200600
-122.09,37.68,29,2333,538,1120,540,2.4042,197287,NEAR BAY,,205600
-122.25,37.82,52,2474,403,1104,398,5.883,357962.07,NEAR BAY,,340700
-122.86,38.44,31,1534,292,716,288,3.4471,200880,<1H OCEAN,,209500
-121.34,38.58,17,1605,258,748,262,5.0917,142730,INLAND,,134100
-117.82,33.81,25,2662,402,1247,401,5.4395,242100,<1H OCEAN,,244000
-121.57,39.48,15,202,54,145,40,0.8252,56281.91,INLAND,,42500
-120.37,34.69,18,1868,315,747,265,4.7946,281709.05,NEAR OCEAN,,290600
-118.39,34.07,45,3143,553,1153,564,5.7762,485101.79,<1H OCEAN,,500001
-118.56,34.17,35,2987,391,1244,387,7.1322,477806.73,<1H OCEAN,,500001
-117.92,33.75,19,1920,471,1413,432,4.0313,158771,<1H OCEAN,,147500
-122.39,40.58,44,1625,392,944,347,1.5972,66144,INLAND,,68900
-121.76,36.92,20,2687,637,2154,610,2.6434,166386,<1H OCEAN,,169700
-117.96,34.53,10,2907,559,1681,531,3.8594,139102,INLAND,,141000
-117.31,34.05,6,7423,2111,4092,1789,2.7002,96641,INLAND,,88300
-121.96,37.34,36,844,153,373,160,5.791,282762.02,<1H OCEAN,,254100
-117.08,32.75,20,1886,586,1134,525,1.5029,113675.01,NEAR OCEAN,,100000
-118.39,33.85,17,1610,379,670,341,4.3594,360923.03,<1H OCEAN,,349000
-118.03,34.08,32,1780,484,1732,454,2.4464,173094,INLAND,,169600
-121.85,39.75,39,568,127,267,129,1.8095,76284,INLAND,,78100
-121.49,38.58,52,569,405,509,367,0.9196,123711,INLAND,,137500
-119.73,36.72,26,2645,1005,1660,991,0.6991,86907,INLAND,,89500
-118.29,34.16,42,413,107,349,107,4.3438,208724,<1H OCEAN,,189800
-120.44,37.31,16,3369,532,1770,574,5.2662,140513,INLAND,,126200
-122.03,37.99,37,1755,327,882,350,4.59,178603,NEAR BAY,,166600
-116.24,33.72,25,5236,1039,2725,935,3.775,96619,INLAND,,93400
-123.28,40.77,25,767,206,301,121,1.625,74592,INLAND,,79200
-122.79,38.48,7,6837,,3468,1405,3.1662,191673,<1H OCEAN,,191000
-122.26,37.81,34,5871,1914,2689,1789,2.8406,303867,NEAR BAY,,335700
-117,32.87,18,11544,1979,6296,1923,4.4904,171821,<1H OCEAN,,150400
-117.65,34.1,19,1688,365,622,322,3.6,146162,INLAND,,136400
-117.72,34.08,34,2742,491,1761,496,3.2481,130686,INLAND,,128800
-119.85,36.83,11,2497,427,1101,405,4.8036,131372,INLAND,,141600
-121.31,38.03,24,3050,568,1743,549,3.7413,116981,INLAND,,105300
-117.96,33.72,23,3929,559,1858,538,6.8645,317999,<1H OCEAN,,318200
-122.71,38.45,52,2259,537,957,520,2.1827,175357,<1H OCEAN,,188800
-118.41,34.16,14,577,150,372,130,4.1875,297437.03,<1H OCEAN,,275000
-121.34,38.66,16,3154,860,1837,793,1.9805,106330,INLAND,,92900
-116.38,33.73,10,11836,2405,3811,1570,4.0079,148223.02,INLAND,,134500
-122.06,37.58,15,8112,1376,4576,1348,5.6758,252880,NEAR BAY,,253400
-117.69,34.03,20,6374,1412,3690,1350,3.4184,158237,INLAND,,162500
-121.44,37.73,7,8363,1314,3907,1068,5.3321,209383,INLAND,,208100
-118.27,33.91,37,3018,547,1720,512,2.7269,129140,<1H OCEAN,,124100
-117.66,34.13,19,3995,554,1523,509,6.075,242191,INLAND,,254100
-117.83,34.14,26,8254,1153,3460,1131,6.5253,320028,INLAND,,349900
-121.02,37.58,36,1285,270,706,273,1.7169,105590,INLAND,,121400
-122.75,38.54,6,6719,1016,2699,997,5.4886,251678,<1H OCEAN,,254200
-122.35,37.97,43,2178,482,1545,471,2.5863,111886,NEAR BAY,,112200
-117,33.74,8,5330,1529,2143,1107,2.1103,99138,INLAND,,94400
-122.03,37.54,6,2918,672,1911,639,4.1406,195617,NEAR BAY,,178200
-118.39,33.97,46,2198,352,839,335,6.5778,383530.17,<1H OCEAN,,350800
-122.19,38.09,8,614,118,278,115,6.3735,192505,NEAR BAY,,166300
-117.12,32.69,46,200,77,180,65,1.0658,91095,NEAR OCEAN,,93800
-117.01,32.8,17,1558,479,803,431,2.6934,156812,<1H OCEAN,,160200
-117.81,33.68,8,1964,413,913,406,5.1583,212164,<1H OCEAN,,192200
-118.45,33.96,24,3097,791,1075,639,5.723,474144.78,<1H OCEAN,,500001
-117.42,34.06,27,2532,495,1305,436,2.9107,128544,INLAND,,143100
-117.93,33.86,36,931,279,778,303,2.6563,163534,<1H OCEAN,,155000
-117.79,33.84,9,10484,1603,4005,1419,8.3931,377959,<1H OCEAN,,365300
-119.69,34.43,43,1257,311,671,263,2.875,284724.02,<1H OCEAN,,280600
-115.57,32.78,15,1413,279,803,277,4.3021,94211,INLAND,,87500
-121.85,37.36,15,3148,1116,3556,1037,3.0466,165885,<1H OCEAN,,159600
-122.41,37.8,52,1394,395,1700,400,2.75,226525.06,NEAR BAY,,168800
-121.92,36.57,42,3944,738,1374,598,4.174,371129,NEAR OCEAN,,394400
-117.93,33.88,52,2157,362,1001,373,5.1237,259703.02,<1H OCEAN,,240000
-121.25,37.76,22,2430,417,1292,391,3.4009,162663,INLAND,,182400
-121.52,39.49,30,1217,238,677,233,2.6563,67071,INLAND,,63600
-117.88,33.71,20,1738,509,1403,411,3.1742,215276,<1H OCEAN,,245000
-118.35,34.52,14,3490,592,1710,580,5.9171,278399,INLAND,,333300
-122.27,41.23,40,1958,386,725,331,2.1898,65347,INLAND,,65500
-120.83,35.36,28,4323,886,1650,705,2.7266,250291,NEAR OCEAN,,266800
-119.32,36.31,21,2309,424,1047,453,2.9886,88252,INLAND,,87500
-118.13,34.07,20,2130,654,1870,578,2.3664,191496,<1H OCEAN,,192200
-118.25,33.92,46,723,154,411,165,2.0893,99189,<1H OCEAN,,96500
-118.16,33.94,32,2210,456,1270,484,4.7708,198470,<1H OCEAN,,178600
-121.92,37.74,8,452,51,140,43,12.5915,454559.3,<1H OCEAN,,432400
-118.27,33.93,36,1467,369,1247,347,1.8191,93017,<1H OCEAN,,92700
-118.5,34.27,35,2235,390,1148,416,4.869,220967,<1H OCEAN,,221600
-117.2,33.83,14,1265,230,621,173,3.6618,156013,INLAND,,161300
-118.02,34.02,21,5992,986,2647,969,5.2405,287913,<1H OCEAN,,302400
-120.82,37.51,17,1664,253,736,254,4.4083,157287,INLAND,,165800
-117.06,32.55,5,3223,940,3284,854,1.4384,120903,NEAR OCEAN,,108800
-118.27,34.07,33,1177,468,1533,430,2.3981,182363,<1H OCEAN,,183300
-121.57,38.19,36,1395,264,700,244,2.4353,134591,INLAND,,162500
-117.25,33.95,5,13096,2208,6780,2180,4.2775,138931,INLAND,,138700
-117.82,33.89,21,3079,509,1431,480,4.0714,239106,<1H OCEAN,,278900
-118.18,33.78,26,3042,1253,4812,1141,1.7701,153557,NEAR OCEAN,,146200
-117.24,32.79,20,961,278,525,254,3.1838,239721.01,NEAR OCEAN,,245800
-121.89,37.23,16,3574,466,1503,487,8.1988,366294.02,<1H OCEAN,,355900
-122.13,37.72,25,1134,153,340,171,6.5095,342642.01,NEAR BAY,,371200
-122.44,37.74,52,2074,366,909,394,4.8382,311527.04,NEAR BAY,,294900
-121.45,38.52,37,1705,325,827,326,2.6288,77632,INLAND,,71200
-117.07,33.13,33,555,165,612,176,2.1786,137230,<1H OCEAN,,137500
-118.33,33.69,41,2168,357,1171,374,4.7216,323220,NEAR OCEAN,,311900
-122.16,37.45,37,2926,874,1363,815,4.5987,355208.05,NEAR BAY,,356000
-118.27,33.98,30,1966,584,2028,535,1.625,101406,<1H OCEAN,,101500
-118.28,33.73,45,2137,559,1550,529,1.9167,228467,NEAR OCEAN,,227200
-121.04,39.22,14,1889,471,853,399,2.25,115600,INLAND,,112500
-118,33.74,25,2767,346,1148,372,6.394,315611.01,<1H OCEAN,,316700
-122.42,37.8,52,3321,1115,1576,1034,2.0987,401985.04,NEAR BAY,,458300
-119.7,34.41,19,2086,575,1701,530,2.8042,242618.02,NEAR OCEAN,,236100
-122.61,38.23,18,2042,420,914,400,2.9871,193486,<1H OCEAN,,193800
-120.44,34.97,26,1705,344,1605,307,3.7589,127738,<1H OCEAN,,113700
-117.77,33.53,32,3116,661,1105,543,5.1837,441396.21,<1H OCEAN,,445600
-122.42,37.76,52,3587,1030,2259,979,2.5403,264330,NEAR BAY,,250000
-116.48,33.61,8,1294,272,457,199,2.9167,134220,INLAND,,115300
-117.11,32.76,19,2188,616,1304,607,2.0852,118602,NEAR OCEAN,,114400
-121.18,38.67,42,2101,480,945,426,2.3333,109301,INLAND,,116000
-118.39,34.19,41,2000,485,1439,461,3.0491,200829,<1H OCEAN,,192000
-117.9,34.07,35,1646,294,1056,280,3.055,171149,<1H OCEAN,,172000
-117.41,33.96,24,4481,901,2398,823,3.864,123237,INLAND,,123400
-119.29,36.35,15,1740,319,1332,308,2.5743,67094,INLAND,,60200
-122.46,37.72,47,1723,389,1216,399,3.3208,235609,NEAR OCEAN,,238600
-118.48,35.61,17,4002,930,1614,731,1.6236,72092,INLAND,,67300
-118.04,33.9,36,15,5,15,6,0.4999,181260.06,<1H OCEAN,,162500
-122.56,37.9,36,1760,283,562,246,6.7546,413199.18,NEAR BAY,,402400
-117.97,33.94,34,1632,263,690,268,5.5608,255532,<1H OCEAN,,255800
-122.41,37.8,52,4088,946,1906,863,3.6065,420315.09,NEAR BAY,,433300
-122.18,37.73,42,4074,874,2736,780,2.455,111534,NEAR BAY,,82400
-121.63,39.15,27,2991,637,1419,606,1.8849,72594,INLAND,,73500
-117.89,34.49,12,3449,598,1502,540,3.7043,147739,INLAND,,150800
-122.71,38.45,39,2739,573,1223,569,2.9663,179325,<1H OCEAN,,185400
-122.39,37.76,52,3390,691,1645,596,3.7051,267965,NEAR BAY,,253700
-120.92,37.7,24,527,112,270,112,1.6172,131071,INLAND,,156300
-122.66,38.47,20,2806,477,1369,460,4.75,206797,<1H OCEAN,,190500
-123.84,39.46,47,1150,244,552,201,2.5192,115868,<1H OCEAN,,110400
-117.13,32.72,32,2197,623,1784,599,1.901,123560,NEAR OCEAN,,120300
-121.35,38.7,5,14414,2979,7608,2832,3.5802,126530,INLAND,,129600
-122.21,37.77,52,591,173,353,137,4.0904,122315,NEAR BAY,,80600
-119.01,35.39,29,1820,459,1134,419,1.8289,59353,INLAND,,59400
-121.98,38.32,45,19,5,7460,6,10.2264,217136.07,INLAND,,137500
-118.76,34.26,26,1929,293,1067,320,5.4038,231111,<1H OCEAN,,222100
-118.12,33.91,35,1518,279,857,251,3.6917,197645,<1H OCEAN,,197500
-122.44,37.8,52,1724,412,540,319,4.2857,498558.94,NEAR BAY,,500001
-118.42,34.23,34,1550,279,1011,288,4.5375,186666,<1H OCEAN,,189000
-118.96,35.4,28,4667,875,2404,841,3.2325,87161,INLAND,,89000
-118.12,33.95,36,2752,459,1211,452,5.0526,257640,<1H OCEAN,,269800
-115.98,33.32,8,240,46,63,24,1.4688,58474,INLAND,,53800
-117.09,32.79,31,2019,417,872,386,3.1964,173462,NEAR OCEAN,,177700
-121.59,39.77,24,1535,276,664,273,2.3068,91780,INLAND,,97300
-119.58,36.69,42,1032,215,812,225,1.9766,58940,INLAND,,58100
-122.07,37.63,35,1931,376,1175,337,3.7292,169292,NEAR BAY,,168100
-117.26,33.09,22,2398,407,349,169,7.0423,441258.63,NEAR OCEAN,,500001
-117.97,34,28,1983,375,1407,367,3.8319,178918,<1H OCEAN,,179000
-118.21,33.79,39,1598,458,1691,399,2.3605,144054,NEAR OCEAN,,141800
-118.15,33.85,30,4071,1067,2144,970,2.7268,205090,<1H OCEAN,,218100
-117.63,33.47,4,2320,405,1408,477,6.3369,281236.01,NEAR OCEAN,,256000
-118.61,34.19,34,703,127,369,127,4.3125,224180,<1H OCEAN,,210100
-118.94,35.36,19,2714,512,1823,500,3.1281,77746,INLAND,,76200
-118.07,34.09,33,2178,445,1153,400,3.6083,212210,<1H OCEAN,,212000
-118.34,33.93,35,1213,284,742,253,4.0625,167041,<1H OCEAN,,159900
-124.14,40.59,22,1665,405,826,382,1.5625,71514,NEAR OCEAN,,66800
-122.73,38.44,20,2919,508,1711,500,3.875,160369,<1H OCEAN,,140300
-120.71,40.13,19,897,180,276,110,2.9554,87787,INLAND,,89400
-115.73,33.36,19,749,238,476,169,1.7727,56157,INLAND,,50000
-117.77,33.85,13,5415,827,2061,714,7.3681,336574,<1H OCEAN,,353100
-118.13,33.87,20,3638,868,2326,822,3.3304,193752,<1H OCEAN,,194600
-118.17,34.03,41,2099,530,2325,528,2.1979,140224,<1H OCEAN,,140800
-118.37,33.95,35,924,349,1376,358,2.2297,220885,<1H OCEAN,,262500
-121.24,38,25,1471,300,721,304,2.4688,115387,INLAND,,126800
-121.78,38.68,43,3766,847,1855,817,2.3468,118304,INLAND,,119400
-121.56,39.16,35,2157,441,1009,409,1.5827,60519,INLAND,,63000
-119.79,34.4,20,3104,415,1061,380,9.6885,498622.97,NEAR OCEAN,,500001
-120.18,39.14,25,2171,386,248,116,3.0375,162923,INLAND,,171900
-117.78,34.06,33,1056,272,964,300,2.4464,129634,INLAND,,128700
-118.39,34.09,28,2347,608,785,548,4.4167,423029.14,<1H OCEAN,,425000
-118.1,33.74,33,2119,524,872,465,4.537,465885.11,NEAR OCEAN,,495500
-118.39,34.14,19,5076,1034,2021,960,5.5683,341809.14,<1H OCEAN,,309200
-121.33,38.56,17,3608,682,1694,666,3.311,116424,INLAND,,109400
-122.15,38.06,10,3008,532,1381,522,5.3661,199532,NEAR BAY,,195800
-115.59,32.69,30,935,177,649,148,2.5769,92824,INLAND,,94400
-118.27,34.08,46,3007,854,2587,814,2.7179,188958,<1H OCEAN,,184300
-122.22,37.79,44,1487,314,961,272,3.5156,144306,NEAR BAY,,109500
-119.89,36.7,32,1485,269,867,271,2.5809,76827,INLAND,,78300
-118.14,33.89,33,2867,786,1774,705,2.9292,185282,<1H OCEAN,,183400
-121.32,38.59,24,4378,910,2149,812,2.5035,123845,INLAND,,123700
-117.93,33.64,31,1291,356,1252,373,2.7143,201236,<1H OCEAN,,185400
-122.17,37.76,47,2118,413,965,382,2.1842,103703,NEAR BAY,,107900
-118.44,34.06,9,5102,1695,2609,1450,3.2545,435224.7,<1H OCEAN,,500001
-121.54,38.59,29,2242,493,1481,478,2.0781,77625,INLAND,,74800
-116.93,32.83,21,1283,278,684,289,2.3203,169039.01,<1H OCEAN,,163500
-117.16,32.8,22,2259,634,1213,601,2.5,175802,NEAR OCEAN,,177800
-120.93,38.26,13,2084,449,834,305,3.2937,125781,INLAND,,114200
-117.92,33.73,17,1692,293,934,280,4.4728,201622,<1H OCEAN,,205800
-122.16,38.05,52,1888,457,830,408,3.1373,176156,NEAR BAY,,185100
-121.74,38.55,34,2299,579,1300,536,1.6435,123875,INLAND,,148500
-119.73,36.76,30,1548,282,886,311,3.1,74867,INLAND,,71300
-117.67,33.46,24,3571,722,1409,543,4.6518,257506.01,<1H OCEAN,,277800
-122.41,37.72,35,2104,434,1225,410,4.8214,250710,NEAR BAY,,242900
-122.36,37.96,30,950,317,1073,280,1.8664,102874,NEAR BAY,,107800
-121.45,38.54,41,1278,308,839,280,1.4702,60530,INLAND,,58300
-121.36,38.58,25,3196,406,978,419,8.4699,338526.02,INLAND,,344000
-118.27,34.92,20,873,175,422,159,2.9583,91593,INLAND,,91700
-119.38,36.3,14,1932,330,997,291,3.6875,91303,INLAND,,93200
-119.3,36.33,44,2060,414,819,355,2.8795,78403,INLAND,,77000
-119.35,36.22,32,1290,304,852,309,1.4429,53039,INLAND,,54600
-118.42,33.92,41,1621,279,756,277,5.0594,347356.03,<1H OCEAN,,346000
-119.19,34.18,32,3366,677,2857,669,4.6186,190710,NEAR OCEAN,,181100
-117.56,33.83,28,895,127,346,115,5.4788,323590.1,INLAND,,339300
-121.97,37.87,4,1029,126,416,122,13.4883,492425.84,INLAND,,500001
-121.84,39.73,52,857,232,520,198,0.987,98271,INLAND,,112500
-121.27,38.61,17,6663,1369,2840,1299,2.9452,119056,INLAND,,115600
-119.84,36.8,19,3244,776,1463,710,2.0469,69548,INLAND,,66900
-118.1,34.07,36,1240,349,1383,338,2.4931,175066,<1H OCEAN,,170300
-117.38,33.67,17,10145,2306,4776,1749,2.2423,138017,<1H OCEAN,,132600
-117.21,33.12,4,3261,689,926,561,4.3672,251750.01,NEAR OCEAN,,258900
-118.14,34.18,52,1700,317,996,329,3.9688,190355,<1H OCEAN,,175000
-122.31,37.92,30,1014,236,537,204,2.8456,179530,NEAR BAY,,183300
-118.35,33.88,36,1567,362,1054,386,3.2594,237802,<1H OCEAN,,233900
-122.31,38.31,32,2577,458,1172,447,3.8796,167690,NEAR BAY,,175500
-118.26,33.79,30,1291,230,835,215,5.5,189656,<1H OCEAN,,181500
-119.09,35.35,14,2113,256,842,265,8.5325,250673,INLAND,,224100
-121.54,39.5,38,1438,310,779,275,1.3289,47425,INLAND,,39400
-118.27,33.95,34,987,248,902,221,2.3365,100564,<1H OCEAN,,98000
-120.25,38.04,22,4173,763,1086,444,2.5562,130065,INLAND,,136200
-118.14,34.17,40,1054,251,1056,276,2.3,158720,<1H OCEAN,,146700
-118.35,33.86,28,2075,463,1216,446,3.9732,278997,<1H OCEAN,,281500
-118.24,33.98,45,972,249,1288,261,2.2054,122424,<1H OCEAN,,125000
-119.64,36.35,30,1765,310,746,298,2.8125,73091,INLAND,,70200
-118.37,34.02,33,2263,430,900,382,4.4028,272500.03,<1H OCEAN,,246800
-118.08,34.09,34,1823,457,1485,401,3.7222,198848,<1H OCEAN,,207200
-118.4,33.99,36,1280,240,704,217,5.9632,347132.03,<1H OCEAN,,328100
-118.03,33.97,39,1996,389,1029,387,4.65,221206,<1H OCEAN,,224300
-122.28,37.55,17,4199,629,2020,630,6.1228,359724.01,NEAR BAY,,375700
-118.24,34.04,52,116,107,171,92,1.0769,158515.04,<1H OCEAN,,112500
-117.19,33.18,7,3561,722,1921,657,4.1128,216594,<1H OCEAN,,209700
-122.27,37.84,48,1922,409,1026,335,1.7969,118020,NEAR BAY,,110400
-121.92,38.03,16,2176,464,1410,434,3.5436,112805,INLAND,,100200
-117.94,33.81,24,4602,1131,3003,1014,3.6771,180467,<1H OCEAN,,172200
-119.32,36.21,25,2360,460,1424,436,2.3152,62551,INLAND,,63100
-118.11,33.92,34,1414,263,983,264,4.1767,166364,<1H OCEAN,,156600
-118.54,34.21,22,6064,1826,4876,1697,2.875,223815,<1H OCEAN,,227100
-121.11,37.74,11,3886,599,1605,529,4.4213,173352,INLAND,,182700
-118.3,34.1,37,5305,1980,3895,1874,2.0672,271382,<1H OCEAN,,283300
-120.12,39.18,17,2839,525,390,189,3.5667,159890,INLAND,,179200
-114.98,33.07,18,1183,363,374,127,3.1607,68694,INLAND,,57500
-121.37,38.57,22,4899,847,1701,826,5.2449,310952,INLAND,,387000
-118.34,34.11,51,937,348,527,333,4.3571,441569.03,<1H OCEAN,,468800
-118.29,34.16,31,1262,338,1019,332,3.7083,244951,<1H OCEAN,,241900
-120.11,39.24,21,3005,574,385,150,3.1193,154275,INLAND,,153300
-117.95,33.82,35,1117,181,496,168,4.3269,218042,<1H OCEAN,,224700
-118.05,33.78,25,2356,330,937,326,6.6264,343828,<1H OCEAN,,359100
-122.65,38.37,15,1848,280,786,282,5.7204,308511.02,<1H OCEAN,,344100
-120.49,37.3,50,985,309,621,250,1.3125,65250,INLAND,,60900
-118.51,34.28,34,3580,565,1694,524,5.4065,247508.01,<1H OCEAN,,243800
-119.06,36.08,19,2554,443,1301,419,4.1856,82080,INLAND,,72100
-119.3,34.27,17,1527,503,688,423,1.6007,197709.01,NEAR OCEAN,,187500
-122.68,38.98,27,2300,508,526,254,2.1838,100297,INLAND,,109700
-122.4,37.68,41,2267,486,1045,459,4.1146,263734,NEAR BAY,,272200
-120.96,37.64,36,60,12,51,14,3.625,119996.04,INLAND,,67500
-117.97,33.96,30,4873,667,1995,638,7.2472,412995.04,<1H OCEAN,,441900
-117.94,33.76,33,1441,337,1233,331,3.7232,177473,<1H OCEAN,,176200
-118.2,33.99,31,1186,387,2087,409,1.9132,158678,<1H OCEAN,,154600
-117.23,32.8,21,2429,579,1011,538,3.225,244362.01,NEAR OCEAN,,229400
-122.2,37.79,29,1640,376,939,340,2.8321,145661,NEAR BAY,,150000
-118.34,33.91,17,3724,1023,2536,971,3.2649,205928,<1H OCEAN,,202100
-118.29,34.11,40,2681,737,1144,669,3.0461,268767,<1H OCEAN,,264300
-118.02,33.98,23,1995,306,707,293,8.6677,348361.03,<1H OCEAN,,332700
-118.43,34.15,31,1856,425,795,426,2.8448,346653.01,<1H OCEAN,,360600
-121.9,37.33,11,1283,390,718,345,4.226,202137.03,<1H OCEAN,,166700
-118.34,34.21,36,1834,316,864,309,4.7885,282556.02,<1H OCEAN,,302200
-121.89,36.89,18,2774,492,1283,353,5.368,343492,NEAR OCEAN,,352000
-118.27,33.93,38,2073,500,1657,470,1.2098,93786,<1H OCEAN,,88400
-119.4,36.53,28,2201,429,1524,412,2.75,68796,INLAND,,65000
-121.63,36.67,34,2486,560,2443,557,2.5263,130924,<1H OCEAN,,130400
-118.26,33.78,21,2188,706,2265,652,1.9923,165274,NEAR OCEAN,,164700
-118.15,34.1,39,3856,867,1847,830,3.4559,308044,<1H OCEAN,,364900
-118.34,33.83,35,1818,353,853,321,5.8972,339734,<1H OCEAN,,350900
-117.75,34.08,33,2824,523,1797,493,3.6359,138579,INLAND,,135100
-117.55,33.94,30,5398,926,2672,864,4.4762,166114,INLAND,,163900
-117.8,33.85,16,4151,637,1558,604,5.806,291651,<1H OCEAN,,304900
-118.31,34.28,34,3258,610,1810,633,5.1145,240076.02,<1H OCEAN,,219900
-117.87,34.12,34,1004,220,772,217,3.8571,173641,<1H OCEAN,,174500
-121.79,37.69,25,6296,1082,3200,1047,4.5357,191573,INLAND,,188400
-118.08,34.02,14,3789,810,2551,793,2.9321,159729,<1H OCEAN,,144200
-117.78,33.71,16,2207,291,1081,308,7.3518,327808,<1H OCEAN,,331200
-122.06,37.9,25,5869,1685,2669,1554,2.6998,216677,NEAR BAY,,216100
-121.83,37.32,26,1125,210,943,214,4.825,197493.02,<1H OCEAN,,181000
-118.16,34.02,35,1734,493,2053,508,2.1442,149060,<1H OCEAN,,149200
-118.05,33.72,14,2673,687,1192,656,4.1862,198155,<1H OCEAN,,188900
-118.06,34.01,34,1962,396,1488,332,3.9091,159127,<1H OCEAN,,155100
-121.67,36.66,19,9371,1980,4259,1882,3.6875,205839,<1H OCEAN,,189700
-118.46,33.99,44,1122,287,531,256,4.0598,349406.1,<1H OCEAN,,335900
-123.22,39.28,16,5569,1106,3148,1088,3.1455,157949,<1H OCEAN,,142900
-118.42,34.03,44,629,131,326,156,4.5278,363690.02,<1H OCEAN,,374300
-118.39,37.36,38,1813,410,902,396,2.3261,97132,INLAND,,98400
-120.69,39.12,19,1048,262,493,184,2.2917,117942,INLAND,,118200
-118.35,34.22,41,1560,374,1668,389,3.025,164976,<1H OCEAN,,154300
-120.05,36.96,37,1000,261,1092,233,1.4267,52069,INLAND,,52300
-117.23,32.88,18,5566,1465,6303,1458,1.858,204996,NEAR OCEAN,,205000
-117.18,34.06,28,699,180,432,168,2.1875,83295,INLAND,,81900
-118.26,34.08,50,1791,660,2183,675,1.7945,184586,<1H OCEAN,,166700
-122.82,38.55,8,6190,1088,2967,1000,3.8616,200395,<1H OCEAN,,195100
-117.65,33.57,5,1998,500,1185,446,4.3542,195757,<1H OCEAN,,195600
-122.02,36.98,21,607,155,226,136,1.9063,209594.01,NEAR OCEAN,,166700
-117.89,33.75,31,1205,280,1476,301,4.0231,150503,<1H OCEAN,,139200
-121.31,38.61,17,992,151,316,159,6.6238,298032,INLAND,,326700
-121.62,36.69,12,512,144,767,149,2.2667,98945,<1H OCEAN,,72900
-117.65,34.08,52,2264,439,1031,437,3.375,154911,INLAND,,144300
-122.31,37.55,27,3931,933,1877,851,3.9722,332138.01,NEAR OCEAN,,354100
-118.3,34.11,52,1954,245,645,237,6.9391,480378.83,<1H OCEAN,,500001
-122.11,37.41,27,5110,1599,2764,1482,3.4198,323360,NEAR BAY,,351900
-118.02,33.91,34,2518,429,1309,421,4.7861,202151,<1H OCEAN,,210700
-121.29,38.15,23,4183,633,1886,628,4.8787,168863,INLAND,,175300
-121.73,36.5,27,3184,520,1121,493,5.6383,358043.07,<1H OCEAN,,377000
-120.99,37.67,28,1768,423,1066,392,1.8315,91011,INLAND,,90500
-116.96,34.83,30,1211,289,611,230,1.6667,53645.99,INLAND,,44700
-118.37,33.92,44,938,181,502,171,4.4722,224253,<1H OCEAN,,218300
-117.2,33.38,14,5392,821,2350,810,5.0507,281900.02,<1H OCEAN,,291500
-117.25,33.05,16,2794,476,1387,442,4.3286,227201,NEAR OCEAN,,213400
-118.97,37.64,14,2284,622,342,137,3.0921,104987,INLAND,,87500
-117.49,34.04,4,6034,1170,3527,1098,4.1775,147694,INLAND,,143700
-118.44,33.99,44,305,72,156,70,5.9641,287764.01,<1H OCEAN,,275000
-122.17,37.72,5,1692,398,814,328,3.663,184107,NEAR BAY,,158300
-118.74,36.23,22,1033,232,442,136,2.6447,117025,INLAND,,137500
-121.91,36.97,19,4920,1092,1807,922,3.5112,246213,NEAR OCEAN,,231900
-121,37.63,49,2051,500,1525,467,1.59,79281,INLAND,,80900
-121.83,39.72,52,1890,420,974,383,1.6827,74249,INLAND,,78700
-122.16,37.7,36,2239,391,1203,379,5.0043,215066,NEAR BAY,,190400
-117.76,33.98,3,9662,1385,2497,856,6.7172,312638.07,<1H OCEAN,,292400
-119.56,36.7,40,1195,326,1135,315,2.1182,57625,INLAND,,58900
-117.99,33.73,17,5239,1045,2440,985,4.375,238604,<1H OCEAN,,248100
-120.04,38.86,16,2708,481,712,261,3.7891,121790,INLAND,,117700
-117.14,32.92,6,3069,750,1541,736,3.814,149716,<1H OCEAN,,132500
-119.07,35.27,25,3081,635,1830,591,2.5804,87002,INLAND,,97900
-120.01,39.26,26,1930,391,307,138,2.6023,135822,INLAND,,139300
-118.17,33.78,29,2920,962,3580,772,1.7393,145974,NEAR OCEAN,,140200
-117.99,33.93,27,3708,718,1921,721,4.375,210760,<1H OCEAN,,210400
-122.06,40.02,32,1435,277,690,254,2.3043,71548,INLAND,,68400
-122.26,37.89,52,3706,531,1205,504,6.6828,368053.02,NEAR BAY,,370900
-117.63,33.47,4,1969,280,805,271,7.6012,331302.05,NEAR OCEAN,,310800
-119.14,34.15,25,2202,390,1415,412,4.43,221070,NEAR OCEAN,,207700
-119.32,36.21,29,1220,232,619,246,3.3125,84526,INLAND,,78300
-121.79,36.85,28,1049,235,705,208,2.7321,195007,NEAR OCEAN,,150000
-118.15,34.09,52,2203,430,1238,403,4.4306,227196,<1H OCEAN,,225800
-118.43,34.04,52,1782,308,735,307,5.2954,466931.07,<1H OCEAN,,485100
-122.5,37.77,52,2433,454,1070,420,4.125,368361.03,NEAR BAY,,359500
-117.66,34.08,36,1485,236,623,261,3.3036,140028,INLAND,,141000
